Sample	salmon_version	samp_type	opt_type	quant_errors	num_libraries	library_types	frag_dist_length	frag_length_mean	frag_length_sd	seq_bias_correct	gc_bias_correct	num_bias_bins	mapping_type	keep_duplicates	num_valid_targets	num_decoy_targets	num_eq_classes	serialized_eq_classes	eq_class_properties	length_classes	index_seq_hash	index_name_hash	index_seq_hash512	index_name_hash512	index_decoy_seq_hash	index_decoy_name_hash	num_bootstraps	num_processed	num_mapped	num_decoy_fragments	num_dovetail_fragments	num_fragments_filtered_vm	num_alignments_below_threshold_for_mapped_fragments_vm	percent_mapped	call	start_time	end_time
yl_011	1.10.1	none	vb	[]	1	['IU']	1001	274.74509712693526	79.42326665989988	False	False	4096	mapping	False	8295	6	8833	False	['range_factorized', 'gzipped']	[396, 738, 1194, 1794, 19617]	da83712d599e9d102605b2bd08649738e2a63eda6f93fe0e7ee82e5d057b491a	9bb4c021d7424da55d5c4d62bfef95bd3a0e348c483558933d8ab48ae14369f3	451720b9138b4b31eb40daeebf38c0412318e3e053bce1e2b12d4f44aaf68c51969453fe5deb581a2f54b235391ac873b420a6d0d8e7914ee479475c2485a6a0	7a33b85b2b4ab6b3eb13c066a73195a37d80dddb7d91f32fa960ac03cc5ab0bcd594acd8e41146213b44bd37f197fabfb755a6258746f90cc6d1b42166f2f6df	0ccbb105c2704ad945e770d67e226addd67bbe920c36f9fbc8f2f4b54d981b80	46d62995e5a54c90af0b84a4fbaf235972b6a78695cd80ca5200ef73f003639c	0	12374939	7065967	3342442	64467	3809063	2031393	57.09900469004332	quant	Wed Aug 13 14:29:41 2025	Wed Aug 13 14:31:09 2025
yl_012	1.10.1	none	vb	[]	1	['IU']	1001	240.41663366408548	79.17805047990079	False	False	4096	mapping	False	8295	6	10156	False	['range_factorized', 'gzipped']	[396, 738, 1194, 1794, 19617]	da83712d599e9d102605b2bd08649738e2a63eda6f93fe0e7ee82e5d057b491a	9bb4c021d7424da55d5c4d62bfef95bd3a0e348c483558933d8ab48ae14369f3	451720b9138b4b31eb40daeebf38c0412318e3e053bce1e2b12d4f44aaf68c51969453fe5deb581a2f54b235391ac873b420a6d0d8e7914ee479475c2485a6a0	7a33b85b2b4ab6b3eb13c066a73195a37d80dddb7d91f32fa960ac03cc5ab0bcd594acd8e41146213b44bd37f197fabfb755a6258746f90cc6d1b42166f2f6df	0ccbb105c2704ad945e770d67e226addd67bbe920c36f9fbc8f2f4b54d981b80	46d62995e5a54c90af0b84a4fbaf235972b6a78695cd80ca5200ef73f003639c	0	15449414	9156394	3537471	86302	4185561	2530005	59.26693400798244	quant	Wed Aug 13 14:32:24 2025	Wed Aug 13 14:34:03 2025
yl_013	1.10.1	none	vb	[]	1	['IU']	1001	254.72062841358985	85.39916410243815	False	False	4096	mapping	False	8295	6	17157	False	['range_factorized', 'gzipped']	[396, 738, 1194, 1794, 19617]	da83712d599e9d102605b2bd08649738e2a63eda6f93fe0e7ee82e5d057b491a	9bb4c021d7424da55d5c4d62bfef95bd3a0e348c483558933d8ab48ae14369f3	451720b9138b4b31eb40daeebf38c0412318e3e053bce1e2b12d4f44aaf68c51969453fe5deb581a2f54b235391ac873b420a6d0d8e7914ee479475c2485a6a0	7a33b85b2b4ab6b3eb13c066a73195a37d80dddb7d91f32fa960ac03cc5ab0bcd594acd8e41146213b44bd37f197fabfb755a6258746f90cc6d1b42166f2f6df	0ccbb105c2704ad945e770d67e226addd67bbe920c36f9fbc8f2f4b54d981b80	46d62995e5a54c90af0b84a4fbaf235972b6a78695cd80ca5200ef73f003639c	0	14913668	9904379	3164427	48479	3764493	2259944	66.41142205928145	quant	Wed Aug 13 14:31:50 2025	Wed Aug 13 14:33:07 2025
yl_014	1.10.1	none	vb	[]	1	['IU']	1001	254.4378567013622	84.45940840538744	False	False	4096	mapping	False	8295	6	16227	False	['range_factorized', 'gzipped']	[396, 738, 1194, 1794, 19617]	da83712d599e9d102605b2bd08649738e2a63eda6f93fe0e7ee82e5d057b491a	9bb4c021d7424da55d5c4d62bfef95bd3a0e348c483558933d8ab48ae14369f3	451720b9138b4b31eb40daeebf38c0412318e3e053bce1e2b12d4f44aaf68c51969453fe5deb581a2f54b235391ac873b420a6d0d8e7914ee479475c2485a6a0	7a33b85b2b4ab6b3eb13c066a73195a37d80dddb7d91f32fa960ac03cc5ab0bcd594acd8e41146213b44bd37f197fabfb755a6258746f90cc6d1b42166f2f6df	0ccbb105c2704ad945e770d67e226addd67bbe920c36f9fbc8f2f4b54d981b80	46d62995e5a54c90af0b84a4fbaf235972b6a78695cd80ca5200ef73f003639c	0	13912008	9590461	2770739	46705	3318902	2042130	68.93656904165093	quant	Wed Aug 13 14:30:08 2025	Wed Aug 13 14:31:23 2025
yl_015	1.10.1	none	vb	[]	1	['IU']	1001	242.8497127995125	80.9875666361882	False	False	4096	mapping	False	8295	6	18763	False	['range_factorized', 'gzipped']	[396, 738, 1194, 1794, 19617]	da83712d599e9d102605b2bd08649738e2a63eda6f93fe0e7ee82e5d057b491a	9bb4c021d7424da55d5c4d62bfef95bd3a0e348c483558933d8ab48ae14369f3	451720b9138b4b31eb40daeebf38c0412318e3e053bce1e2b12d4f44aaf68c51969453fe5deb581a2f54b235391ac873b420a6d0d8e7914ee479475c2485a6a0	7a33b85b2b4ab6b3eb13c066a73195a37d80dddb7d91f32fa960ac03cc5ab0bcd594acd8e41146213b44bd37f197fabfb755a6258746f90cc6d1b42166f2f6df	0ccbb105c2704ad945e770d67e226addd67bbe920c36f9fbc8f2f4b54d981b80	46d62995e5a54c90af0b84a4fbaf235972b6a78695cd80ca5200ef73f003639c	0	16069557	10916738	3144892	54252	3797300	2394428	67.93428095124216	quant	Wed Aug 13 14:34:26 2025	Wed Aug 13 14:35:54 2025
yl_016	1.10.1	none	vb	[]	1	['IU']	1001	254.7214589885095	86.22682197833821	False	False	4096	mapping	False	8295	6	17621	False	['range_factorized', 'gzipped']	[396, 738, 1194, 1794, 19617]	da83712d599e9d102605b2bd08649738e2a63eda6f93fe0e7ee82e5d057b491a	9bb4c021d7424da55d5c4d62bfef95bd3a0e348c483558933d8ab48ae14369f3	451720b9138b4b31eb40daeebf38c0412318e3e053bce1e2b12d4f44aaf68c51969453fe5deb581a2f54b235391ac873b420a6d0d8e7914ee479475c2485a6a0	7a33b85b2b4ab6b3eb13c066a73195a37d80dddb7d91f32fa960ac03cc5ab0bcd594acd8e41146213b44bd37f197fabfb755a6258746f90cc6d1b42166f2f6df	0ccbb105c2704ad945e770d67e226addd67bbe920c36f9fbc8f2f4b54d981b80	46d62995e5a54c90af0b84a4fbaf235972b6a78695cd80ca5200ef73f003639c	0	13856242	9717260	2631062	54495	3195835	2040381	70.12911581653958	quant	Wed Aug 13 14:28:35 2025	Wed Aug 13 14:29:48 2025
yl_017	1.10.1	none	vb	[]	1	['IU']	1001	243.8563507533462	82.9706634617008	False	False	4096	mapping	False	8295	6	12352	False	['range_factorized', 'gzipped']	[396, 738, 1194, 1794, 19617]	da83712d599e9d102605b2bd08649738e2a63eda6f93fe0e7ee82e5d057b491a	9bb4c021d7424da55d5c4d62bfef95bd3a0e348c483558933d8ab48ae14369f3	451720b9138b4b31eb40daeebf38c0412318e3e053bce1e2b12d4f44aaf68c51969453fe5deb581a2f54b235391ac873b420a6d0d8e7914ee479475c2485a6a0	7a33b85b2b4ab6b3eb13c066a73195a37d80dddb7d91f32fa960ac03cc5ab0bcd594acd8e41146213b44bd37f197fabfb755a6258746f90cc6d1b42166f2f6df	0ccbb105c2704ad945e770d67e226addd67bbe920c36f9fbc8f2f4b54d981b80	46d62995e5a54c90af0b84a4fbaf235972b6a78695cd80ca5200ef73f003639c	0	13086986	8752556	2602161	47896	3129402	1950972	66.87984536699283	quant	Wed Aug 13 14:29:33 2025	Wed Aug 13 14:30:46 2025
yl_018	1.10.1	none	vb	[]	1	['IU']	1001	237.0400627071045	81.93043343447711	False	False	4096	mapping	False	8295	6	14631	False	['range_factorized', 'gzipped']	[396, 738, 1194, 1794, 19617]	da83712d599e9d102605b2bd08649738e2a63eda6f93fe0e7ee82e5d057b491a	9bb4c021d7424da55d5c4d62bfef95bd3a0e348c483558933d8ab48ae14369f3	451720b9138b4b31eb40daeebf38c0412318e3e053bce1e2b12d4f44aaf68c51969453fe5deb581a2f54b235391ac873b420a6d0d8e7914ee479475c2485a6a0	7a33b85b2b4ab6b3eb13c066a73195a37d80dddb7d91f32fa960ac03cc5ab0bcd594acd8e41146213b44bd37f197fabfb755a6258746f90cc6d1b42166f2f6df	0ccbb105c2704ad945e770d67e226addd67bbe920c36f9fbc8f2f4b54d981b80	46d62995e5a54c90af0b84a4fbaf235972b6a78695cd80ca5200ef73f003639c	0	15941061	10290517	3295461	56259	3934108	2411661	64.55352626779359	quant	Wed Aug 13 14:34:35 2025	Wed Aug 13 14:36:00 2025
yl_019	1.10.1	none	vb	[]	1	['IU']	1001	243.13190349030333	83.66275198901421	False	False	4096	mapping	False	8295	6	17826	False	['range_factorized', 'gzipped']	[396, 738, 1194, 1794, 19617]	da83712d599e9d102605b2bd08649738e2a63eda6f93fe0e7ee82e5d057b491a	9bb4c021d7424da55d5c4d62bfef95bd3a0e348c483558933d8ab48ae14369f3	451720b9138b4b31eb40daeebf38c0412318e3e053bce1e2b12d4f44aaf68c51969453fe5deb581a2f54b235391ac873b420a6d0d8e7914ee479475c2485a6a0	7a33b85b2b4ab6b3eb13c066a73195a37d80dddb7d91f32fa960ac03cc5ab0bcd594acd8e41146213b44bd37f197fabfb755a6258746f90cc6d1b42166f2f6df	0ccbb105c2704ad945e770d67e226addd67bbe920c36f9fbc8f2f4b54d981b80	46d62995e5a54c90af0b84a4fbaf235972b6a78695cd80ca5200ef73f003639c	0	15611899	10099659	3212641	55128	3848817	2376881	64.69205956302946	quant	Wed Aug 13 14:32:36 2025	Wed Aug 13 14:34:06 2025
yl_020	1.10.1	none	vb	[]	1	['IU']	1001	243.84869228441062	82.07682134287168	False	False	4096	mapping	False	8295	6	13041	False	['range_factorized', 'gzipped']	[396, 738, 1194, 1794, 19617]	da83712d599e9d102605b2bd08649738e2a63eda6f93fe0e7ee82e5d057b491a	9bb4c021d7424da55d5c4d62bfef95bd3a0e348c483558933d8ab48ae14369f3	451720b9138b4b31eb40daeebf38c0412318e3e053bce1e2b12d4f44aaf68c51969453fe5deb581a2f54b235391ac873b420a6d0d8e7914ee479475c2485a6a0	7a33b85b2b4ab6b3eb13c066a73195a37d80dddb7d91f32fa960ac03cc5ab0bcd594acd8e41146213b44bd37f197fabfb755a6258746f90cc6d1b42166f2f6df	0ccbb105c2704ad945e770d67e226addd67bbe920c36f9fbc8f2f4b54d981b80	46d62995e5a54c90af0b84a4fbaf235972b6a78695cd80ca5200ef73f003639c	0	14056454	9157017	2867269	41407	3485858	2226140	65.14457344647519	quant	Wed Aug 13 14:30:10 2025	Wed Aug 13 14:31:26 2025
yl_021	1.10.1	none	vb	[]	1	['IU']	1001	243.27157641476515	82.33707163848325	False	False	4096	mapping	False	8295	6	11197	False	['range_factorized', 'gzipped']	[396, 738, 1194, 1794, 19617]	da83712d599e9d102605b2bd08649738e2a63eda6f93fe0e7ee82e5d057b491a	9bb4c021d7424da55d5c4d62bfef95bd3a0e348c483558933d8ab48ae14369f3	451720b9138b4b31eb40daeebf38c0412318e3e053bce1e2b12d4f44aaf68c51969453fe5deb581a2f54b235391ac873b420a6d0d8e7914ee479475c2485a6a0	7a33b85b2b4ab6b3eb13c066a73195a37d80dddb7d91f32fa960ac03cc5ab0bcd594acd8e41146213b44bd37f197fabfb755a6258746f90cc6d1b42166f2f6df	0ccbb105c2704ad945e770d67e226addd67bbe920c36f9fbc8f2f4b54d981b80	46d62995e5a54c90af0b84a4fbaf235972b6a78695cd80ca5200ef73f003639c	0	14043008	8033754	3667258	54991	4218887	2302738	57.2082135109515	quant	Wed Aug 13 14:30:09 2025	Wed Aug 13 14:31:32 2025
yl_022	1.10.1	none	vb	[]	1	['IU']	1001	241.0568183491564	81.18686369831406	False	False	4096	mapping	False	8295	6	11144	False	['range_factorized', 'gzipped']	[396, 738, 1194, 1794, 19617]	da83712d599e9d102605b2bd08649738e2a63eda6f93fe0e7ee82e5d057b491a	9bb4c021d7424da55d5c4d62bfef95bd3a0e348c483558933d8ab48ae14369f3	451720b9138b4b31eb40daeebf38c0412318e3e053bce1e2b12d4f44aaf68c51969453fe5deb581a2f54b235391ac873b420a6d0d8e7914ee479475c2485a6a0	7a33b85b2b4ab6b3eb13c066a73195a37d80dddb7d91f32fa960ac03cc5ab0bcd594acd8e41146213b44bd37f197fabfb755a6258746f90cc6d1b42166f2f6df	0ccbb105c2704ad945e770d67e226addd67bbe920c36f9fbc8f2f4b54d981b80	46d62995e5a54c90af0b84a4fbaf235972b6a78695cd80ca5200ef73f003639c	0	15270096	8883520	3834461	60806	4407958	2370626	58.17592764315299	quant	Wed Aug 13 14:32:28 2025	Wed Aug 13 14:33:56 2025
yl_023	1.10.1	none	vb	[]	1	['IU']	1001	288.3024984050354	83.43511265675222	False	False	4096	mapping	False	8295	6	9654	False	['range_factorized', 'gzipped']	[396, 738, 1194, 1794, 19617]	da83712d599e9d102605b2bd08649738e2a63eda6f93fe0e7ee82e5d057b491a	9bb4c021d7424da55d5c4d62bfef95bd3a0e348c483558933d8ab48ae14369f3	451720b9138b4b31eb40daeebf38c0412318e3e053bce1e2b12d4f44aaf68c51969453fe5deb581a2f54b235391ac873b420a6d0d8e7914ee479475c2485a6a0	7a33b85b2b4ab6b3eb13c066a73195a37d80dddb7d91f32fa960ac03cc5ab0bcd594acd8e41146213b44bd37f197fabfb755a6258746f90cc6d1b42166f2f6df	0ccbb105c2704ad945e770d67e226addd67bbe920c36f9fbc8f2f4b54d981b80	46d62995e5a54c90af0b84a4fbaf235972b6a78695cd80ca5200ef73f003639c	0	12440918	7301126	3066859	39562	3517680	1866106	58.68639275654739	quant	Wed Aug 13 14:29:34 2025	Wed Aug 13 14:30:50 2025
yl_024	1.10.1	none	vb	[]	1	['IU']	1001	309.86040554469145	83.96689068713816	False	False	4096	mapping	False	8295	6	9400	False	['range_factorized', 'gzipped']	[396, 738, 1194, 1794, 19617]	da83712d599e9d102605b2bd08649738e2a63eda6f93fe0e7ee82e5d057b491a	9bb4c021d7424da55d5c4d62bfef95bd3a0e348c483558933d8ab48ae14369f3	451720b9138b4b31eb40daeebf38c0412318e3e053bce1e2b12d4f44aaf68c51969453fe5deb581a2f54b235391ac873b420a6d0d8e7914ee479475c2485a6a0	7a33b85b2b4ab6b3eb13c066a73195a37d80dddb7d91f32fa960ac03cc5ab0bcd594acd8e41146213b44bd37f197fabfb755a6258746f90cc6d1b42166f2f6df	0ccbb105c2704ad945e770d67e226addd67bbe920c36f9fbc8f2f4b54d981b80	46d62995e5a54c90af0b84a4fbaf235972b6a78695cd80ca5200ef73f003639c	0	9477432	5741949	2065770	25616	2382749	1299145	60.585494045222376	quant	Wed Aug 13 14:27:20 2025	Wed Aug 13 14:28:22 2025
yl_025	1.10.1	none	vb	[]	1	['IU']	1001	249.31870969569843	88.07917611051766	False	False	4096	mapping	False	8295	6	17756	False	['range_factorized', 'gzipped']	[396, 738, 1194, 1794, 19617]	da83712d599e9d102605b2bd08649738e2a63eda6f93fe0e7ee82e5d057b491a	9bb4c021d7424da55d5c4d62bfef95bd3a0e348c483558933d8ab48ae14369f3	451720b9138b4b31eb40daeebf38c0412318e3e053bce1e2b12d4f44aaf68c51969453fe5deb581a2f54b235391ac873b420a6d0d8e7914ee479475c2485a6a0	7a33b85b2b4ab6b3eb13c066a73195a37d80dddb7d91f32fa960ac03cc5ab0bcd594acd8e41146213b44bd37f197fabfb755a6258746f90cc6d1b42166f2f6df	0ccbb105c2704ad945e770d67e226addd67bbe920c36f9fbc8f2f4b54d981b80	46d62995e5a54c90af0b84a4fbaf235972b6a78695cd80ca5200ef73f003639c	0	15501992	11032587	2746005	71852	3356073	2241289	71.16883430206904	quant	Wed Aug 13 14:32:56 2025	Wed Aug 13 14:34:15 2025
